id;nb_previous_loans;avg_amount_loans_previous;age;years_on_the_job;flag_own_car;status
5104949;19;133.82523;46;1;0;0
5105158;47;136.40033;37;9;1;0
5105403;27;122.43756;28;1;0;0
5106091;12;122.860954;59;-999;0;0
5111110;8;135.79102;49;5;0;0
5112889;33;131.15845;53;1;0;0
5113075;20;128.57365;58;2;0;0
5113592;3;130.68172;40;1;0;0
5113853;9;125.51088;42;23;0;0
5114063;23;136.1075;49;11;1;0
5114150;11;141.86884;42;15;1;0
5114303;9;133.86494;33;-999;0;0
5115402;8;119.93188;61;-999;0;0
5115535;8;110.08275;58;-999;0;0
5115604;4;112.91634;40;9;0;0
5116691;17;118.97271;32;11;0;0
5117076;7;129.89008;27;2;0;0
5117796;11;142.8213;26;2;1;0
5118356;34;129.51952;29;3;0;0
5118446;10;142.0171;37;4;0;0
5118600;58;134.3658;45;10;0;0
5125280;14;131.8375;44;10;0;0
5125299;53;122.31238;57;-999;0;0
5125385;10;129.90192;60;-999;0;0
5125972;6;155.30908;41;3;1;0
5126077;13;141.78105;30;5;1;0
5126194;8;114.500626;57;2;0;0
5126300;10;121.60969;22;2;0;0
5126343;33;123.89376;29;4;1;0
5126663;19;129.71718;30;0;0;0
5126701;3;145.10437;60;-999;0;1
5132606;7;115.35803;52;5;1;0
5135663;60;125.609344;50;-999;1;0
5137066;31;122.92503;32;2;1;0
5137415;28;135.19287;64;-999;0;0
5139381;11;134.55931;28;4;0;0
5142369;6;141.07013;44;2;1;0
5143052;17;127.30437;38;4;0;0
5143103;12;136.58044;52;-999;0;0
5143463;2;108.27495;32;2;0;0
5145741;34;132.84007;65;-999;0;0
5146098;19;126.638794;49;9;1;0
5146478;21;128.27641;51;9;0;0
5148828;26;140.77837;39;8;0;0
5148859;31;124.04104;31;12;0;0
5149280;26;119.75704;54;3;0;0
5149540;18;130.78323;35;9;0;0
5149893;17;122.53573;44;16;0;0
5009074;22;140.32419;48;2;1;0
5009144;10;143.56345;50;-999;1;0
5010086;7;141.48048;57;0;0;0
5010240;9;143.49776;45;12;1;0
5010598;8;141.09842;30;2;0;0
5010636;35;122.02614;34;2;1;0
5021264;32;127.22599;31;5;0;0
5021576;19;131.06833;27;4;0;0
5021929;26;127.52401;61;-999;0;0
5022457;3;139.02783;24;3;1;0
5022585;4;123.4937;49;28;0;0
5022625;3;119.81509;33;6;1;0
5022905;28;129.91064;29;6;0;0
5023041;13;133.67834;57;-999;0;0
5023272;49;125.70698;69;-999;0;0
5023471;41;128.28818;57;-999;1;0
5024533;4;117.2258;63;-999;0;0
5025063;43;125.424126;32;2;1;0
5025140;9;126.236176;49;25;0;0
5026558;18;129.66905;59;-999;0;0
5028751;8;125.05391;29;7;1;0
5028853;57;122.47804;38;8;1;0
5028954;20;131.89899;61;-999;0;0
5029227;35;132.8999;53;12;0;0
5029387;16;140.30019;57;-999;0;0
5029788;19;120.36624;58;2;0;0
5033426;41;133.4909;55;7;0;0
5033903;3;118.77267;62;-999;0;0
5033968;12;123.38888;47;4;1;0
5036469;30;134.25293;56;4;1;0
5037088;7;134.19978;59;-999;0;0
5041070;55;123.334915;55;-999;1;0
5041128;3;128.8942;47;2;0;0
5041132;2;113.34224;47;2;0;0
5041457;39;135.18819;42;18;1;0
5041722;46;130.6537;47;15;1;0
5044959;4;142.44502;60;-999;1;0
5045392;6;134.23346;44;4;1;0
5045419;40;126.20299;66;-999;0;0
5045943;15;132.24037;36;7;1;0
5046540;20;130.01128;36;3;1;0
5048060;23;142.49092;44;2;0;0
5050542;6;110.80033;46;8;0;0
5050759;5;116.60527;39;1;1;0
5051050;9;130.22453;61;6;1;0
5051177;7;121.02431;36;5;1;0
5053355;29;129.88173;50;0;1;0
5053721;5;118.03546;40;4;1;0
5054293;45;128.78629;35;1;0;0
5054477;3;109.20586;34;2;1;0
5054660;8;115.59408;64;-999;0;0
5058338;59;129.20004;54;4;0;0
5061137;44;130.05592;39;16;0;0
5061630;9;120.2632;61;-999;0;0
5061636;58;129.09785;59;-999;0;0
5062006;46;126.01648;59;-999;0;0
5062248;25;127.86295;53;11;1;0
5062381;22;127.6422;38;1;0;0
5062750;5;123.86347;37;7;1;0
5065315;20;121.06473;43;12;0;0
5065399;2;114.08668;64;-999;1;0
5065534;20;126.63101;35;4;0;0
5066429;7;123.27965;36;5;0;0
5066566;4;130.64728;56;-999;0;0
5066895;28;129.37958;38;-999;1;0
5067299;10;118.434204;25;3;0;0
5067343;36;124.237114;45;3;1;0
5067512;22;124.42653;51;2;1;0
5067662;6;151.48982;23;0;0;1
5067787;20;117.097275;41;20;1;0
5067801;8;152.93896;53;0;0;0
5067819;14;117.48446;49;3;0;0
5068181;19;118.77957;35;5;1;0
5068740;8;109.44801;63;-999;0;0
5069116;59;136.92256;56;-999;0;0
5069163;3;116.77368;52;20;0;0
5069387;27;123.34971;50;28;0;0
5069517;4;162.58394;59;15;1;0
5074576;8;131.18271;28;8;0;0
5078881;56;130.01532;58;-999;0;0
5078935;1;130.96611;29;5;0;0
5079244;20;127.81016;27;3;0;0
5085654;16;123.78942;37;4;0;0
5085995;20;136.62038;59;-999;1;0
5087813;6;118.13937;32;2;1;0
5087851;8;129.64546;54;33;1;0
5087857;7;115.29404;54;33;1;0
5088392;19;124.832504;61;-999;0;0
5088475;12;156.38295;61;-999;0;0
5088711;1;113.694214;66;-999;0;0
5088773;7;130.31772;60;-999;0;0
5089265;14;134.26718;51;4;0;0
5089376;11;137.19792;54;12;0;0
5089728;54;124.305176;65;-999;0;0
5089734;20;121.9046;52;18;1;0
5090019;21;142.67194;27;1;0;0
5090325;21;131.83759;59;-999;0;0
5091278;25;136.09526;36;2;1;0
5091298;43;132.41039;41;4;0;0
5091327;17;121.74796;58;1;0;0
5091665;34;125.90128;47;8;0;0
5091713;24;138.33572;27;7;1;0
5092310;30;123.8184;51;9;0;0
5092374;40;128.52646;64;-999;1;0
5092459;2;129.8499;59;-999;0;0
5094877;12;116.07179;28;3;0;1
5095381;26;137.7712;44;7;1;0
5095460;11;133.34444;27;2;1;0
5095983;1;106.85243;35;9;0;0
5096206;26;134.63106;43;10;0;0
5096229;10;119.20589;48;5;0;0
5096770;39;131.40546;59;-999;0;0
5097117;43;126.769104;49;6;1;0
5099910;33;135.09332;27;4;0;0
5105320;15;120.66252;33;6;0;0
5105398;3;120.67248;36;1;0;0
5106008;33;120.79927;57;1;1;0
5113516;7;132.27005;47;3;1;0
5113541;12;132.83884;26;7;0;0
5113965;3;116.458885;23;1;1;0
5114165;9;122.81602;28;1;0;0
5114591;1;155.71211;30;2;0;0
5115460;6;137.70134;26;0;0;0
5115600;2;117.48874;31;11;0;0
5115800;1;127.386116;40;20;0;0
5116232;8;129.83437;50;5;0;0
5116506;7;128.63045;25;1;1;0
5117027;20;125.67134;28;5;1;0
5117080;30;121.413345;27;2;0;0
5117201;19;125.33211;37;0;0;0
5117912;22;127.24651;59;-999;1;0
5117954;45;132.6306;67;-999;1;0
5118271;17;125.0636;53;15;0;0
5118573;17;124.35017;51;5;0;0
5118612;11;141.18103;28;1;1;0
5125319;19;137.31416;57;7;1;0
5126103;10;145.78203;58;-999;0;0
5126111;4;117.7491;44;11;0;0
5126454;6;126.01513;38;13;1;0
5126714;3;125.98113;31;9;0;0
5132800;1;104.85731;51;4;0;0
5135686;4;145.25294;37;3;0;0
5136973;9;118.91101;35;15;0;0
5136981;12;134.55815;35;15;0;0
5137082;31;141.68814;39;1;1;0
5142221;51;126.21204;27;2;0;0
5142246;38;129.87288;54;6;0;0
5142288;13;140.78223;33;13;1;0
5142991;24;140.86263;26;6;1;0
5143033;18;138.8864;52;3;0;0
5143132;54;131.53589;38;1;0;0
5143152;46;126.53413;28;4;0;0
5143230;12;128.40536;61;-999;0;0
5143318;3;151.87294;31;6;0;0
5143348;49;128.20274;38;5;0;0
5143459;2;138.3894;32;2;0;0
5143582;38;142.88004;25;3;1;1
5145790;21;135.79018;44;9;1;0
5145804;15;127.478836;27;2;0;0
5146556;2;137.31471;49;3;0;0
5148519;17;129.4439;44;3;1;0
5148797;3;129.20378;26;2;0;0
5149558;23;119.859795;39;4;0;0
5149565;21;132.42741;46;2;0;0
5149732;12;141.98875;32;5;0;0
5149907;9;121.93396;43;7;1;0
5149947;18;121.81617;61;2;0;0
5150047;28;125.3499;49;2;0;0
5150168;27;125.24641;58;-999;0;0
5009016;24;128.04166;42;8;0;0
5009142;11;142.03865;26;4;0;0
5009310;36;137.18051;55;-999;1;0
5009580;23;128.67195;58;-999;0;0
5010564;11;131.72002;28;5;1;0
5018423;27;121.79285;51;3;0;0
5021224;26;130.82108;27;2;1;0
5021267;55;126.815506;40;12;1;0
5021399;33;132.6802;60;-999;0;0
5021654;4;128.38217;36;4;1;0
5021740;29;125.748276;28;8;0;0
5021763;8;119.69023;46;2;0;0
5022030;19;122.08147;41;8;1;0
5022483;3;192.95766;46;8;0;0
5022754;28;130.66177;29;9;0;0
5023201;17;118.973854;43;5;1;0
5023211;30;138.10788;39;1;0;0
5023250;44;122.6977;53;-999;0;0
5023731;7;115.171036;25;4;0;0
5024690;16;133.2474;43;21;0;0
5028551;44;129.18506;43;15;1;0
5028582;19;138.42128;55;2;0;0
5028625;13;122.857895;39;4;1;0
5028934;44;118.05565;48;0;0;0
5029162;21;132.4663;34;5;0;0
5029543;15;119.28859;40;5;1;0
5029581;9;126.35303;42;5;0;0
5029667;48;129.21547;50;6;0;0
5033798;27;128.26709;47;6;1;0
5033822;27;131.11798;65;-999;1;0
5033855;30;138.98082;56;32;0;1
5035527;11;125.62382;56;-999;0;0
5035681;5;127.08971;45;23;1;0
5036075;7;120.23111;29;3;0;0
5036128;7;119.324814;36;12;0;0
5036278;3;129.67009;57;4;0;0
5036767;3;153.4627;57;-999;0;0
5036945;12;129.13196;53;1;1;0
5037264;31;128.45338;42;18;1;0
5038556;45;121.44902;40;3;1;0
5038604;43;124.835594;30;10;0;0
5038627;19;126.00686;54;16;1;0
5038717;3;134.86809;26;3;1;0
5038859;20;125.45398;67;-999;0;0
5041736;8;140.43593;34;1;0;0
5041757;14;119.00191;41;10;0;0
5042257;2;161.73775;44;1;0;0
5044763;25;136.52708;37;4;0;0
5045092;8;121.87729;64;-999;1;0
5045418;41;117.823425;66;-999;0;0
5045534;26;128.60239;30;4;1;0
5045565;2;179.18834;49;9;1;0
5045638;50;128.98228;39;15;1;0
5045876;26;126.562096;27;0;1;0
5046003;16;115.4967;41;9;0;0
5046051;5;121.484726;49;23;0;0
5046137;59;131.398;49;12;0;0
5046495;38;130.82442;59;-999;0;0
5047662;34;135.1813;52;11;0;0
5048250;12;134.45544;37;18;1;0
5048470;19;131.43665;28;2;0;0
5048476;29;139.9845;25;1;1;1
5050443;36;128.97514;36;7;1;0
5050957;16;126.53814;27;0;0;0
5051244;21;152.76666;64;-999;1;0
5052787;5;121.60659;35;9;1;0
5053171;7;133.18738;46;6;1;0
5053556;27;125.91204;28;6;1;0
5053615;12;118.90321;56;10;0;0
5053734;51;132.21738;49;23;0;0
5054006;19;125.15768;58;-999;0;0
5054009;13;125.92788;54;17;1;0
5054272;14;137.98422;55;0;0;0
5058248;2;124.254745;35;1;0;0
5058276;8;117.574005;41;9;0;0
5058447;4;111.30439;65;-999;1;0
5058545;49;122.02233;64;-999;1;0
5061661;55;123.060814;62;-999;0;0
5061803;5;145.89981;57;3;0;0
5062107;58;128.18855;52;10;1;0
5065710;44;132.75336;28;1;1;0
5066911;33;132.75897;30;4;1;0
5066954;4;114.035416;63;-999;0;0
5067039;20;138.2523;51;8;1;0
5067169;28;144.60078;57;3;0;0
5067362;28;130.64404;44;22;1;0
5067563;4;105.72327;42;15;1;0
5067652;7;114.02812;47;4;0;0
5068074;18;142.07195;62;-999;0;0
5068104;27;122.57342;30;4;1;0
5068686;3;124.49403;32;3;0;0
5069068;7;113.79718;52;7;1;0
5069138;28;134.9077;42;1;0;0
5069192;34;128.6672;44;0;0;0
5085738;25;136.46414;37;3;0;0
5085928;29;136.17075;56;25;0;0
5087917;2;166.69658;34;9;1;0
5088691;8;151.16975;51;4;0;0
5089418;27;123.78984;60;10;1;0
5089576;26;126.48952;31;7;0;0
5089751;1;108.98225;49;14;0;0
5089918;3;133.47163;60;-999;0;0
5090060;50;132.26424;51;11;0;0
5090098;37;135.91759;27;4;1;0
5090140;46;124.73562;50;7;1;0
5090651;20;125.47551;30;4;0;0
5090698;28;130.1268;55;3;0;0
5091373;20;119.04859;42;3;1;0
5091498;4;124.6291;66;-999;0;0
5092171;19;135.07352;30;2;1;0
5092202;11;117.136215;33;13;1;0
5093212;12;124.739334;60;-999;0;0
5095110;26;124.073616;59;21;0;0
5095446;16;127.18217;34;5;0;0
5095689;3;125.78555;40;3;0;0
5096009;41;133.98912;27;1;0;0
5096058;9;127.65683;39;19;0;0
5096223;46;125.817406;37;2;0;0
5096362;48;133.40419;35;4;0;0
5096948;6;119.68898;42;9;0;0
5097067;30;144.05624;44;5;1;0
5097111;8;141.06166;55;-999;0;0
5099730;9;159.0036;31;9;0;0
5099871;19;127.39965;27;2;1;0
5100304;46;127.39817;46;9;1;0
5105297;1;133.05319;28;2;0;0
5105313;32;135.62062;45;0;1;0
5105383;2;128.12273;65;-999;0;0
5105708;29;143.13344;38;8;0;0
5105977;41;131.74289;41;0;0;0
5113039;30;134.10823;41;22;0;0
5113458;9;139.23225;34;0;1;0
5113688;41;122.98662;34;12;0;0
5114146;30;130.9525;56;-999;1;0
5114485;36;125.39026;64;-999;1;0
5115606;4;116.81092;40;9;0;0
5115784;24;130.72806;40;20;0;0
5116045;1;127.55881;37;6;1;0
5116053;43;122.58116;49;29;0;0
5116210;23;129.78517;37;5;0;0
5117788;50;134.32188;26;2;1;0
5117885;2;123.06037;51;1;1;0
5118222;22;117.26374;42;2;1;0
5118448;8;129.5424;28;2;0;0
5125185;16;127.751465;42;11;0;0
5125268;18;119.90079;25;6;0;0
5125584;33;132.65334;62;-999;0;0
5125616;4;110.63039;50;10;0;0
5126400;11;128.59511;58;-999;0;0
5126441;55;124.25936;60;-999;0;0
5126562;26;134.48235;30;9;0;0
5126678;31;133.68633;51;1;1;0
5132754;12;147.48558;29;1;0;0
5132791;6;128.52095;36;18;0;0
5135477;9;117.0285;50;-999;1;0
5135779;19;136.83315;65;6;0;0
5135894;35;130.03087;35;7;0;0
5135981;5;121.768;37;9;0;0
5135991;34;132.48814;28;2;0;1
5139749;6;135.16158;26;7;0;0
5142169;4;115.02114;35;11;0;0
5142429;34;124.40354;61;21;0;0
5142488;51;130.10626;43;19;0;0
5142583;2;134.96272;25;2;1;0
5142819;10;126.78803;48;5;0;0
5142871;30;130.58337;56;-999;1;0
5143427;31;128.5788;64;-999;0;0
5143514;10;121.530464;64;-999;0;0
5145740;49;130.26753;55;-999;0;0
5148513;5;146.46333;60;-999;0;0
5148703;36;133.80096;62;43;0;0
5148753;16;125.87459;43;7;1;0
5148824;26;129.15823;39;8;0;0
5148888;13;123.93975;45;5;0;0
5149266;21;127.85502;31;3;1;0
5150037;13;133.67055;35;4;0;0
5150189;18;124.91113;33;-999;0;0
5008927;9;130.12201;42;9;0;0
5009083;47;130.53099;56;16;0;0
5009537;56;127.03999;42;5;1;0
5009603;37;125.611435;35;10;0;0
5009919;21;133.17487;35;1;0;0
5010218;52;126.41455;48;22;1;0
5011025;25;128.67355;45;9;1;0
5018432;13;129.64525;47;1;1;0
5021209;10;125.595474;37;3;1;0
5021406;11;137.88246;60;-999;0;0
5022113;7;142.9888;26;0;1;0
5022243;22;133.6414;42;23;0;0
5024317;17;119.24933;55;-999;0;0
5024497;28;135.00691;28;7;0;0
5025023;23;121.61115;58;-999;0;0
5026095;10;135.41025;56;14;0;0
5026379;5;115.32503;37;15;0;0
5026626;22;131.71725;49;24;0;0
5033703;29;128.51234;64;-999;0;0
5033863;8;133.38461;58;11;1;0
5033874;29;128.74338;28;6;0;0
5036217;11;140.65562;43;2;0;0
5036319;3;181.17822;49;1;0;0
5036511;3;122.43067;26;7;1;0
5036781;5;164.70987;48;9;1;0
5037109;58;126.98751;50;10;0;0
5038689;28;121.881035;48;21;1;0
5038758;3;116.92481;39;2;1;0
5041207;9;137.4533;63;6;0;0
5041482;1;173.87715;39;6;1;0
5041811;6;113.14972;45;11;0;0
5041929;1;156.7618;34;1;1;0
5041930;34;126.52215;28;2;0;0
5045536;11;130.07626;30;4;1;0
5045775;6;118.45419;26;3;0;0
5045885;7;161.18684;57;-999;0;1
5046226;33;136.16592;62;-999;0;0
5046299;3;137.13481;47;3;1;0
5046343;52;130.50887;29;5;0;1
5048372;45;135.11913;61;-999;0;0
5048472;22;128.86684;25;1;1;0
5048571;52;130.04594;41;22;1;0
5050670;24;123.408424;42;22;0;0
5050695;23;132.9352;26;7;1;0
5050730;23;119.28775;32;13;0;0
5050813;27;129.48245;42;7;0;0
5051226;14;125.55808;59;7;0;0
5052623;40;137.43655;44;5;1;0
5052923;7;131.62102;59;-999;0;0
5052932;13;130.30473;66;-999;0;0
5053582;2;102.8437;33;3;0;0
5053627;15;136.8784;60;-999;0;0
5054153;13;141.1677;55;13;0;0
5054742;2;123.08502;49;0;0;0
5056034;19;125.87418;31;6;0;0
5056077;35;141.57935;33;4;1;0
5058456;7;114.91783;47;7;0;0
5061186;49;129.30937;34;2;1;0
5061293;22;132.44582;63;-999;0;0
5061370;21;117.5827;47;23;0;0
5061397;49;131.06831;64;-999;0;0
5061560;3;158.90497;51;-999;0;0
5061728;38;131.28905;65;-999;0;0
5061789;10;143.11804;55;-999;0;0
5061792;1;141.75066;55;-999;0;0
5061977;4;111.585945;36;4;0;0
5062485;16;124.29645;36;9;0;0
5062535;47;130.16429;36;5;1;0
5062592;25;122.744606;24;0;1;0
5066693;6;165.76323;35;1;0;0
5067244;50;129.92496;46;20;1;0
5067707;4;130.40959;28;3;0;0
5068063;8;113.91124;41;1;1;0
5068141;22;139.09369;56;-999;0;0
5068207;28;138.06662;62;15;0;0
5068369;8;144.18973;32;1;0;0
5068567;32;117.67529;51;8;0;0
5068907;15;119.76139;42;12;1;0
5069302;58;131.83043;57;-999;0;0
5078912;21;133.00935;40;0;0;0
5087498;6;146.60031;42;3;1;0
5087685;5;115.162926;65;-999;0;0
5089057;13;125.97126;47;8;1;0
5089819;14;132.72131;35;2;1;0
5089847;18;129.80096;45;5;0;0
5090099;17;127.130196;46;9;1;0
5090266;31;125.53251;42;24;0;0
5090852;22;129.45262;52;-999;0;0
5091194;7;143.6025;30;6;0;0
5091411;28;120.86386;48;5;0;0
5095390;40;124.54897;31;3;0;0
5095499;46;131.26454;35;6;0;0
5095512;22;127.754906;56;3;1;0
5095709;10;130.8494;57;-999;0;0
5095896;21;119.43625;44;7;0;0
5096927;34;128.76219;44;4;0;0
5099923;9;114.92803;53;-999;1;0
5099970;51;120.97394;60;2;0;0
5100049;12;123.28975;28;3;0;0
5100089;7;131.51927;52;12;0;0
5100415;13;127.00371;39;12;0;0
5104960;24;130.91402;59;7;1;0
5105146;4;142.39621;52;5;0;0
5105252;5;132.67613;40;18;0;0
5105719;13;129.37743;59;-999;0;0
5106000;5;119.739815;25;2;1;0
5106067;30;129.50143;30;7;1;0
5111133;5;123.25547;39;6;1;0
5111200;52;127.36879;48;7;1;0
5112656;50;127.86096;46;6;0;0
5112764;37;125.2713;30;6;1;0
5112768;27;141.21046;30;6;1;0
5113113;21;126.84761;42;9;1;0
5113141;15;123.49207;58;-999;0;0
5113331;27;159.77191;61;-999;0;0
5113428;6;139.37218;51;1;0;0
5113484;6;114.16548;30;1;1;0
5113830;27;125.0751;55;1;0;0
5113994;19;120.33279;37;7;0;0
5114035;8;138.654;40;15;0;0
5114048;5;111.13743;40;15;0;0
5114375;2;117.88289;37;7;0;0
5114634;5;113.01174;54;1;0;0
5114645;7;131.54161;37;6;1;1
5114655;12;135.2868;22;1;0;0
5115694;13;133.43982;50;6;1;0
5115935;9;121.86759;26;2;0;0
5116087;39;126.22541;43;1;0;0
5116290;41;135.39029;45;9;1;0
5116774;6;114.83553;37;14;1;0
5117082;4;129.57265;27;2;0;0
5117118;20;132.44852;45;2;1;0
5117230;38;147.83246;38;19;0;0
5117917;2;103.20023;56;11;1;0
5118347;12;123.9089;41;5;1;0
5118401;10;141.29266;31;7;0;0
5118418;39;120.87273;33;5;0;0
5125786;22;128.06537;64;1;0;0
5125862;24;131.81424;39;0;0;0
5125950;23;128.79651;40;7;0;0
5132325;19;131.73975;54;-999;0;0
5132331;3;185.4444;27;4;1;0
5132542;14;124.91098;36;13;0;0
5132587;2;112.05748;48;7;0;0
5135447;9;118.78361;27;0;0;0
5135618;49;120.15734;42;1;0;0
5135639;7;117.63219;46;2;0;0
5136010;10;113.15017;60;-999;1;0
5137331;16;131.8434;28;8;0;0
5137378;1;155.90721;32;1;1;0
5142479;23;120.942406;31;2;0;0
5143031;12;157.05322;36;1;1;0
5143176;52;125.19969;48;7;1;0
5143612;12;133.76367;24;1;1;0
5146084;3;110.21576;39;3;0;0
5146309;17;140.91449;61;-999;0;0
5146488;15;132.61894;49;6;1;0
5148473;5;132.70674;64;-999;0;0
5148482;7;130.21733;46;18;0;0
5149614;23;124.558205;34;3;1;0
5149651;29;130.89261;62;-999;0;0
5149695;18;132.63712;38;17;0;0
5149750;47;122.75046;37;10;0;0
5150074;11;126.62356;50;2;1;0
5150128;55;125.99584;51;10;0;0
5150323;12;122.498146;26;3;1;0
5008995;18;127.90405;45;3;1;0
5009403;44;134.75894;56;1;0;0
5009465;57;129.82704;54;27;0;0
5009490;39;132.2427;44;17;1;0
5009561;24;122.60756;51;27;0;0
5009843;22;123.35654;49;4;0;0
5010085;48;124.82493;57;0;0;0
5010295;13;124.32127;27;3;0;0
5021196;44;130.28314;51;2;1;0
5021259;6;113.94727;62;-999;0;0
5021583;8;143.35437;36;5;0;0
5021928;4;107.70934;61;-999;0;0
5022140;44;130.29793;53;5;0;0
5022891;29;128.66177;45;2;1;0
5022971;1;116.53469;52;-999;0;0
5023064;14;123.93718;38;1;0;0
5023505;27;137.5235;54;16;0;0
5023692;4;124.3326;41;9;0;0
5023931;46;130.2599;41;6;0;0
5023940;23;122.4845;25;6;1;0
5023941;2;145.22212;25;6;1;0
5024235;51;133.0588;59;-999;0;0
5024599;6;120.63088;60;-999;0;0
5024883;15;157.12737;23;3;0;0
5025049;36;122.836655;41;3;1;0
5025114;27;134.94019;62;39;0;0
5025660;19;136.20218;30;8;0;0
5025921;11;119.66433;50;3;0;0
5029734;1;111.93734;63;-999;0;0
5033422;5;114.688065;28;9;0;0
5033432;22;126.288704;42;8;1;0
5033461;14;124.81458;47;2;0;0
5033647;9;123.9109;63;1;0;0
5033892;8;140.52751;53;4;0;0
5036275;2;118.418724;57;4;0;0
5036412;6;148.62646;55;-999;0;0
5036490;31;137.77417;50;1;0;0
5036853;46;133.40077;44;12;1;0
5036987;25;128.2482;37;4;0;0
5038868;33;125.750885;40;4;1;0
5038927;29;134.09795;57;-999;0;0
5041697;30;137.03456;33;10;1;0
5041961;1;129.23283;37;5;1;0
5042295;27;125.981735;42;6;1;0
5044963;5;139.79117;60;-999;1;0
5044994;11;122.56618;60;14;0;0
5045507;32;124.465576;31;12;1;0
5045721;46;126.10337;29;3;0;0
5046258;25;119.97543;49;6;0;1
5046491;1;113.086525;24;2;0;0
5046499;2;133.96352;40;2;1;0
5047892;12;118.97084;52;4;0;0
5047926;42;125.863884;49;5;1;0
5048567;40;131.90869;41;22;1;0
5050479;28;141.09837;51;29;0;0
5050963;40;127.857666;59;15;0;0
5052620;25;132.36165;44;5;1;0
5052865;13;129.03175;38;9;0;0
5053962;37;132.06958;36;6;0;0
5054302;26;125.93317;38;20;1;0
5054393;22;125.93626;39;2;0;0
5062409;34;128.8016;66;-999;0;0
5062414;14;124.679825;66;-999;0;0
5062569;17;124.11816;62;-999;0;0
5065341;24;129.35866;61;-999;0;0
5065419;45;127.37693;44;9;0;0
5065452;44;136.00195;47;15;0;0
5065694;15;140.54152;50;3;1;0
5066621;28;121.41905;51;0;0;0
5066831;7;118.291176;59;-999;1;0
5067026;31;144.90349;37;4;0;0
5067157;2;110.25134;32;10;1;0
5067599;14;117.20376;41;2;1;0
5067917;23;125.85085;37;5;1;0
5068073;24;130.6124;62;-999;0;0
5068078;8;132.3912;62;-999;0;0
5068522;27;135.29474;43;7;0;0
5068736;16;129.60362;25;5;1;0
5069032;12;156.64923;23;3;1;0
5069385;43;125.82065;35;6;0;0
5085852;9;123.37173;23;1;0;0
5085893;14;124.41991;40;22;0;0
5085902;6;150.87494;28;9;0;0
5087646;5;138.38065;67;-999;0;0
5088244;16;121.27531;27;4;0;0
5089246;27;145.66394;53;34;0;0
5089532;33;128.76709;36;6;1;0
5089562;29;124.8116;31;8;1;0
5089964;18;121.40749;47;8;1;0
5089975;8;131.41393;36;2;1;0
5089976;27;135.5116;60;30;0;0
5089995;32;135.53314;65;-999;0;0
5090185;29;133.06107;63;-999;1;0
5090193;4;113.78517;39;2;1;0
5090383;43;131.26712;42;3;1;0
5090548;38;119.94548;41;13;0;0
5090955;16;135.99023;53;34;0;0
5091191;14;126.58881;30;6;0;0
5091232;44;124.00414;30;5;1;0
5091552;27;126.07369;34;8;0;0
5091562;37;128.93747;41;5;1;0
5091647;25;131.34428;29;2;1;0
5091692;41;124.92722;42;0;0;0
5092238;11;126.1478;57;6;0;0
5092239;6;117.60719;57;6;0;0
5092327;10;143.48822;33;13;0;0
5094892;29;133.19563;54;4;0;0
5095304;25;131.13313;34;10;1;0
5095477;2;144.40283;34;5;0;0
5095632;35;130.84558;31;1;1;0
5095997;3;107.19066;53;2;1;0
5096066;9;127.05749;39;19;0;0
5096196;4;134.6861;60;-999;0;0
5096897;21;122.47642;32;8;0;0
5097109;35;131.8779;29;5;0;0
5099745;5;125.04493;28;9;0;0
5099901;8;121.99186;56;19;1;0
5100395;14;121.0906;45;18;1;0
5105453;9;119.42292;37;2;1;0
5112722;5;130.86632;64;-999;0;0
5113012;32;128.8095;31;6;1;0
5113056;13;123.766975;38;4;1;0
5113164;48;133.7483;55;10;1;0
5113483;53;133.21391;49;26;1;0
5113636;21;126.914185;54;-999;0;0
5114050;31;133.45828;40;15;0;0
5114183;8;112.45194;22;2;0;0
5114348;12;124.279106;27;8;1;0
5114488;12;136.44128;64;-999;1;0
5115463;3;128.192;26;0;0;0
5115491;7;124.455635;66;1;0;0
5115698;13;122.98456;50;6;1;0
5116243;51;133.87366;61;40;0;0
5116841;5;120.67267;28;1;1;0
5117700;23;125.87157;56;11;1;0
5117800;56;123.53102;40;3;1;0
5118027;24;123.10721;37;9;0;0
5118332;2;123.19596;39;4;0;0
5118563;9;127.34393;30;3;1;0
5118613;1;183.77817;28;1;1;0
5125636;27;129.19008;42;21;0;0
5125687;4;168.44653;38;10;0;0
5126027;33;121.56376;32;4;1;0
5126209;44;134.92508;55;-999;1;1
5126588;3;126.06025;56;21;1;0
5126781;16;113.954666;49;26;0;0
5132837;2;104.449356;53;-999;0;0
5135416;5;111.98641;62;-999;0;0
5135708;6;129.09146;57;1;1;0
5135993;22;130.63783;28;2;0;0
5136028;42;138.46442;53;6;1;0
5137040;32;125.36157;55;-999;0;0
5137088;5;144.98517;28;4;0;0
5137397;24;128.28851;30;7;0;0
5139546;44;131.35442;65;-999;0;0
5142149;6;113.878525;44;10;1;0
5142324;20;132.5278;24;2;1;0
5143167;15;130.14507;48;7;1;0
5145911;29;143.71126;49;7;0;0
5145971;3;114.09707;63;-999;0;0
5146195;13;139.84207;29;2;1;0
5146550;39;133.83766;49;3;0;0
5148591;27;122.8798;39;4;1;0
5148622;15;125.8286;62;-999;0;0
5149392;26;124.786835;37;3;0;0
5149462;6;119.07511;42;5;0;0
5149850;21;121.57711;41;15;1;0
